Date,categoryname,units_sold
12-07-1986,"Pure, Pomace Olive Oil",41
12-08-1986,Floor & Other Cleaners,36
12-09-1986,Face Masks & Safety Gears,87
12-10-1986,Apples & Pomegranate,42
12-11-1986,"Organic Edible Oil, Ghee",34
12-12-1986,Organic Flours,31
12-13-1986,Face Care,10
12-14-1986,Cereals & Millets,53
12-15-1986,Yogurt & Shrikhand,29
12-16-1986,Mangoes,30
12-17-1986,Quinoa & Grains,21
12-18-1986,Tea Bags,14
12-19-1986,Body Care,46
12-20-1986,Containers Sets,11
12-21-1986,CFL & Led Bulbs,55
12-22-1986,Eye Care,18
12-23-1986,Lunch Boxes,17
12-24-1986,Sippers & Bottles,80
12-25-1986,Face Care,39
12-26-1986,Toothpaste,26
12-27-1986,Ayurveda,94
12-28-1986,Thai & Asian Sauces,135
12-29-1986,Namkeen & Savoury Snacks,31
12-30-1986,Shampoo & Conditioner,28
12-31-1986,Dry Fruits & Berries,23
01-01-1987,Toothpaste,25
01-02-1987,International Chocolates,23
01-03-1987,Exotic & Flavoured Tea,15
01-04-1987,Supplements & Proteins,44
01-05-1987,Lip Care,5
01-06-1987,Men's Deodorants,7
01-07-1987,Bathing Bars & Soaps,14
01-08-1987,Other Baby Accessories,138
01-09-1987,Lime & Mango Pickle,206
01-10-1987,Steel Storage Containers,91
01-11-1987,Khari & Cream Rolls,9
01-12-1987,Farm Eggs,48
1-13-1987,Coffee & Pre-Mix,47
1-14-1987,Toothbrush,50
1-15-1987,Shampoo & Conditioner,46
1-16-1987,"Pen, Pencils",50
1-17-1987,Hair Care & Styling,56
1-18-1987,Pastas & Spaghetti,45
1-19-1987,Cold Drinks,72
1-20-1987,Water & Fridge Bottles,35
1-21-1987,"Marie, Health, Digestive",5
1-22-1987,"Sooji, Maida & Besan",14
1-23-1987,Cookies,23
1-24-1987,Face Care,29
1-25-1987,Leafy Vegetables,16
1-26-1987,Men's Deodorants,28
1-27-1987,Oats & Porridge,121
1-28-1987,Tomato Ketchup & Sauces,151
1-29-1987,Toothbrush,62
1-30-1987,Chilli & Soya Sauce,35
1-31-1987,Cereal & Granola Bars,54
02-01-1987,Dustbins,123
02-02-1987,Buckets & Mugs,72
02-03-1987,Cream Biscuits & Wafers,54
02-04-1987,"Sooji, Maida & Besan",33
02-05-1987,Face & Body,85
02-06-1987,Shampoo & Conditioner,16
02-07-1987,Supplements & Proteins,11
02-08-1987,Syrups & Concentrates,23
02-09-1987,Rusks,56
02-10-1987,"Notebooks, Files, Folders",46
02-11-1987,Bathing Accessories,45
02-12-1987,Chocolates,91
2-13-1987,Car Freshener,78
2-14-1987,Organic Dals & Pulses,36
2-15-1987,Decorations,40
2-16-1987,Moustache & Beard Care,38
2-17-1987,"Luxury Chocolates, Gifts",108
2-18-1987,Men's Deodorants,47
2-19-1987,Juices,45
2-20-1987,Aromatherapy,101
2-21-1987,Cut & Peeled Veggies,61
2-22-1987,Dinner Sets,67
2-23-1987,Pet Meals & Treats,37
2-24-1987,"Notebooks, Files, Folders",4
2-25-1987,"Panini, Focaccia & Pita",123
2-26-1987,Home Baking,119
2-27-1987,Ayurveda,17
2-28-1987,Face Care,33
03-01-1987,Sanitary Napkins,44
03-02-1987,Dessert Mixes,59
03-03-1987,Gourmet Tea & Tea Bags,90
03-04-1987,Chicken Sausages,44
03-05-1987,"Hummus, Cheese, Salsa Dip",61
03-06-1987,"Aerated, Still, Sparkling",45
03-07-1987,Perfume,183
03-08-1987,"Curry Paste, Coconut Milk",90
03-09-1987,Body Care,55
03-10-1987,Namkeen & Savoury Snacks,44
03-11-1987,Sanitary Napkins,84
03-12-1987,Namkeen & Savoury Snacks,8
3-13-1987,Children (2-5 Yrs),25
3-14-1987,Rice & Other Flours,38
3-15-1987,Olive & Canola Oils,5
3-16-1987,"Notebooks, Files, Folders",49
3-17-1987,"Laundry, Storage Baskets",17
3-18-1987,Containers Sets,74
3-19-1987,"Jams, Marmalade, Spreads",36
3-20-1987,"Healthy, Baked Snacks",33
3-21-1987,"Cookies, Biscotti, Wafer",49
3-22-1987,Sanitary Napkins,30
3-23-1987,"Hangers, Clips & Rope",29
3-24-1987,"Detergent Powder, Liquid",15
3-25-1987,Disinfectant Spray & Cleaners,19
3-26-1987,Body Sprays & Mists,36
3-27-1987,"Baking, Cake Decorations",7
3-28-1987,Ghee & Vanaspati,126
3-29-1987,Choppers & Graters,162
3-30-1987,Hand Wash & Sanitizers,37
3-31-1987,Blended Masalas,36
04-01-1987,Perfume,85
04-02-1987,Eye Care,120
04-03-1987,Face Care,28
04-04-1987,Eau De Parfum,44
04-05-1987,Gourmet Tea & Tea Bags,115
04-06-1987,"Scissor, Glue & Tape",19
04-07-1987,Detergent Bars,12
04-08-1987,Chilli & Soya Sauce,53
04-09-1987,Ayurveda,90
04-10-1987,Cut & Peeled Veggies,93
04-11-1987,Organic Baby Food,52
04-12-1987,Bathing Bars & Soaps,34
4-13-1987,Breakfast & Snack Mixes,14
4-14-1987,"Organic Rice, Other Rice",22
4-15-1987,Pet Meals & Treats,66
4-16-1987,Chicken Sausages,62
4-17-1987,Pet Meals & Treats,38
4-18-1987,Body Care,15
4-19-1987,Glassware,43
4-20-1987,Powdered Spices,66
4-21-1987,Shampoo & Conditioner,28
4-22-1987,"Olive, Jalapeno, Gherkin",66
4-23-1987,Copper Utensils,28
4-24-1987,Dessert Mixes,27
4-25-1987,Face Care,17
4-26-1987,Face Care,56
4-27-1987,Non Veg Pickle,16
4-28-1987,Perfume,19
4-29-1987,Blended Masalas,7
4-30-1987,Salad Dressings,8
05-01-1987,"Healthy, Baked Snacks",10
05-02-1987,Copper Utensils,27
05-03-1987,Hand Wash & Sanitizers,27
05-04-1987,Body Care,18
05-05-1987,Pork & Ham,42
05-06-1987,Pet Meals & Treats,12
05-07-1987,"Pure, Pomace Olive Oil",42
05-08-1987,Cotton & Ear Buds,28
05-09-1987,Perfume,15
05-10-1987,Organic Dals & Pulses,95
05-11-1987,Pork & Ham,100
05-12-1987,Supplements & Proteins,33
5-13-1987,Men's Deodorants,74
5-14-1987,Other Edible Oils,93
5-15-1987,Face Care,165
5-16-1987,Bathing Bars & Soaps,54
5-17-1987,Oats & Porridge,90
5-18-1987,"Mops, Wipers",64
5-19-1987,Instant Pasta,64
5-20-1987,Rice & Other Flours,27
5-21-1987,Containers Sets,12
5-22-1987,"Organic Sugar, Jaggery",68
5-23-1987,Tomato Ketchup & Sauces,70
5-24-1987,Cereals & Millets,18
5-25-1987,Organic Dals & Pulses,14
5-26-1987,"Organic Sugar, Jaggery",37
5-27-1987,Boiled & Steam Rice,23
5-28-1987,Steel Storage Containers,104
5-29-1987,Juices,175
5-30-1987,Breakfast & Snack Mixes,54
5-31-1987,Ayurveda,7
06-01-1987,Men's Deodorants,23
06-02-1987,Body Care,37
06-03-1987,Cookware Sets,58
06-04-1987,Roasted Seeds & Nuts,22
06-05-1987,Baby Laundry,14
06-06-1987,Blended Masalas,25
06-07-1987,Steel Storage Containers,70
06-08-1987,Ayurveda,35
06-09-1987,Games & Calculators,36
06-10-1987,Gourmet Flakes,31
06-11-1987,"Cups, Mugs & Tumblers",33
06-12-1987,Toothpaste,17
6-13-1987,"Jams, Marmalade, Spreads",51
6-14-1987,"Poha, Sabudana & Murmura",21
6-15-1987,Hair Oil & Serum,14
6-16-1987,"Organic Edible Oil, Ghee",15
6-17-1987,"Marshmallow, Candy, Jelly",15
6-18-1987,Kids Cereal,7
6-19-1987,Water & Fridge Bottles,4
6-20-1987,Heat & Eat Ready Meals,19
6-21-1987,"Organic Edible Oil, Ghee",49
6-22-1987,"Paper Napkin, Tissue Box",47
6-23-1987,"Flavoured, Soya Milk",24
6-24-1987,Bathing Bars & Soaps,50
6-25-1987,Pet Meals & Treats,7
6-26-1987,Dry Fruits & Berries,7
6-27-1987,Shaving Care,58
6-28-1987,"Scissor, Glue & Tape",31
6-29-1987,"Pure, Pomace Olive Oil",62
6-30-1987,"Organic Rice, Other Rice",11
07-01-1987,"Curry Paste, Coconut Milk",14
07-02-1987,Mouthwash,44
07-03-1987,Organic Masalas & Spices,50
07-04-1987,Tools & Accessories,32
07-05-1987,Diapers,26
07-06-1987,Plates & Bowls,23
07-07-1987,Gourmet Tea & Tea Bags,5
07-08-1987,Toilet Cleaners,9
07-09-1987,Toothpaste,13
07-10-1987,Face & Body,227
07-11-1987,Cereals & Millets,286
07-12-1987,"Papads, Ready To Fry",69
7-13-1987,Frozen Veg Snacks,66
7-14-1987,Lunch Boxes,74
7-15-1987,Face Masks & Safety Gears,135
7-16-1987,Shampoo & Conditioner,257
7-17-1987,Shampoo & Conditioner,187
7-18-1987,Tea Cakes & Slice Cakes,101
7-19-1987,Car Freshener,168
7-20-1987,Blended Masalas,55
7-21-1987,Blended Masalas,31
7-22-1987,Kadai & Fry Pans,128
7-23-1987,Ice Creams,68
7-24-1987,Lunch Boxes,50
7-25-1987,Baby Oil & Shampoo,13
7-26-1987,Face Care,39
7-27-1987,Powdered Spices,46
7-28-1987,"Cookies, Biscotti, Wafer",11
7-29-1987,Apples & Pomegranate,32
7-30-1987,Eye Care,15
7-31-1987,Battery & Electrical,80
08-01-1987,Toilet Paper,95
08-02-1987,Sanitary Napkins,36
08-03-1987,"Strainer, Ladle, Spatula",35
08-04-1987,Containers Sets,84
08-05-1987,Herbs & Seasoning,84
08-06-1987,Panty Liners,52
08-07-1987,Containers Sets,21
08-08-1987,Chocolates,51
08-09-1987,Body Care,25
08-10-1987,Containers Sets,13
08-11-1987,Whole Spices,50
08-12-1987,"Papads, Ready To Fry",37
8-13-1987,Powdered Spices,16
8-14-1987,Supplements & Proteins,22
8-15-1987,"Bakery Biscuits, Cookies",110
8-16-1987,Body Care,84
8-17-1987,Women's Deodorants,45
8-18-1987,Face Masks & Safety Gears,76
8-19-1987,Blended Masalas,56
8-20-1987,Pastas & Spaghetti,86
8-21-1987,Face Care,121
8-22-1987,Exotic & Flavoured Tea,102
8-23-1987,Shampoo & Conditioner,61
8-24-1987,Body Care,124
8-25-1987,Face Care,37
8-26-1987,Organic Vegetables,27
8-27-1987,Face Care,99
8-28-1987,Cereal & Granola Bars,91
8-29-1987,"Mops, Wipers",1
8-30-1987,"Strainer, Ladle, Spatula",16
8-31-1987,Frozen Non-Veg Snacks,32
09-01-1987,Kitchen Rolls,27
09-02-1987,Ayurveda,53
09-03-1987,"Cookies, Biscotti, Wafer",11
09-04-1987,Eau De Toilette,46
09-05-1987,Talcum Powder,25
09-06-1987,Tomato Ketchup & Sauces,31
09-07-1987,"Organic Edible Oil, Ghee",20
09-08-1987,"Chocolate, Peanut Spread",14
09-09-1987,Juices,47
09-10-1987,Pet Cleaning & Grooming,15
09-11-1987,Frozen Veg Snacks,41
09-12-1987,Hand Wash & Sanitizers,21
9-13-1987,Disinfectant Spray & Cleaners,17
9-14-1987,"Luxury Chocolates, Gifts",32
9-15-1987,Roasted Seeds & Nuts,25
9-16-1987,Sanitary Napkins,15
9-17-1987,Kitchen Tools & Other Accessories,14
9-18-1987,Face Care,8
9-19-1987,Sports & Energy Drinks,23
9-20-1987,Hair Color,70
9-21-1987,Pet Meals & Treats,47
9-22-1987,Eau De Toilette,17
9-23-1987,Dustbins,24
9-24-1987,Blended Masalas,10
9-25-1987,Ayurveda,15
9-26-1987,"Organic Rice, Other Rice",34
9-27-1987,Lunch Boxes,14
9-28-1987,Green Tea,28
9-29-1987,Ayurveda,16
9-30-1987,"Healthy, Baked Snacks",34
10-01-1987,Organic Fruits,11
10-02-1987,"Healthy, Baked Snacks",19
10-03-1987,Containers Sets,52
10-04-1987,Tomato Ketchup & Sauces,39
10-05-1987,Oats & Porridge,32
10-06-1987,"Jams, Marmalade, Spreads",80
10-07-1987,Other Veg Pickle,76
10-08-1987,Pastas & Spaghetti,28
10-09-1987,Hair Oil & Serum,154
10-10-1987,Attar,74
10-11-1987,Roasted Seeds & Nuts,126
10-12-1987,Steel Storage Containers,69
10-13-1987,Diapers,68
10-14-1987,Roasted Seeds & Nuts,114
10-15-1987,Gourmet Tea & Tea Bags,59
10-16-1987,Organic Vegetables,22
10-17-1987,Frozen Fish & Seafood,15
10-18-1987,Oats & Porridge,37
10-19-1987,Glassware,29
10-20-1987,"Jams, Marmalade, Spreads",54
10-21-1987,Hair Color,23
10-22-1987,Exotic & Flavoured Tea,28
10-23-1987,"Unsweetened, Cold Press",19
10-24-1987,Water & Fridge Bottles,30
10-25-1987,"Detergent Powder, Liquid",11
10-26-1987,"Organic Edible Oil, Ghee",15
10-27-1987,"Toor, Channa & Moong Dal",25
10-28-1987,Supplements & Proteins,24
10-29-1987,Other Dry Fruits,24
10-30-1987,Dry Fruits & Berries,7
10-31-1987,Granola & Cereal Bars,15
11-01-1987,Shower Gel & Body Wash,4
11-02-1987,Bathing Bars & Soaps,12
11-03-1987,Face Care,16
11-04-1987,Dishwash Bars & Powders,33
11-05-1987,Women's Deodorants,33
11-06-1987,Face Care,5
11-07-1987,Cookies,27
11-08-1987,Lunch Boxes,18
11-09-1987,Blended Masalas,24
11-10-1987,Plates & Bowls,6
11-11-1987,Lunch Boxes,13
11-12-1987,"Healthy, Baked Snacks",9
11-13-1987,"Bath Stool, Basin & Sets",101
11-14-1987,Dinner Sets,82
11-15-1987,Pet Meals & Treats,16
11-16-1987,Frozen Veg Snacks,54
11-17-1987,Choppers & Graters,33
11-18-1987,Gourmet Tea & Tea Bags,131
11-19-1987,Glassware,55
11-20-1987,Face Care,40
11-21-1987,Insect Repellent,59
11-22-1987,Face Care,15
11-23-1987,Cereal & Granola Bars,49
11-24-1987,"Curry Paste, Coconut Milk",57
11-25-1987,Instant Pasta,7
11-26-1987,Thai & Asian Sauces,11
11-27-1987,Toilet Cleaners,7
11-28-1987,Baby Food,13
11-29-1987,"Strainer, Ladle, Spatula",4
11-30-1987,"Curry Paste, Coconut Milk",24
12-01-1987,Powdered Spices,40
12-02-1987,Flours & Pre-Mixes,17
12-03-1987,Nachos & Chips,44
12-04-1987,Granola & Cereal Bars,33
12-05-1987,Toothpaste,33
12-06-1987,Bath & Shower,28
12-07-1987,"Flavoured, Soya Milk",31
12-08-1987,Bath & Shower,31
12-09-1987,"Utensil Scrub-Pad, Glove",23
12-10-1987,Containers Sets,37
12-11-1987,Baby Bath,21
12-12-1987,Tools & Accessories,5
12-13-1987,Ghee & Vanaspati,10
12-14-1987,Crackers & Digestive,69
12-15-1987,Body Care,35
12-16-1987,Lunch Boxes,16
12-17-1987,Organic Dals & Pulses,40
12-18-1987,Organic Fruits,73
12-19-1987,Plates & Bowls,30
12-20-1987,Camphor & Wicks,67
12-21-1987,Cheese,25
12-22-1987,Containers Sets,40
12-23-1987,Water & Fridge Bottles,68
12-24-1987,Quinoa & Grains,43
12-25-1987,Chocolates,28
12-26-1987,"Laundry, Storage Baskets",14
12-27-1987,Cheese,17
12-28-1987,Salad Dressings,186
12-29-1987,Perfume,156
12-30-1987,"Healthy, Baked Snacks",55
12-31-1987,Raw Rice,23
01-01-1988,Home Baking,41
01-02-1988,Frozen Fish & Seafood,70
01-03-1988,Glassware,17
01-04-1988,Aromatherapy,18
01-05-1988,Boiled & Steam Rice,20
01-06-1988,Thai & Asian Sauces,112
01-07-1988,Birthday & Party Cakes,46
01-08-1988,"Laundry, Storage Baskets",81
01-09-1988,Toothbrush,43
01-10-1988,Steel Storage Containers,32
01-11-1988,Gourmet Tea & Tea Bags,74
01-12-1988,Body Care,63
1-13-1988,Granola & Cereal Bars,39
1-14-1988,Aromatherapy,10
1-15-1988,Farm Eggs,14
1-16-1988,Hand Wash & Sanitizers,34
1-17-1988,Organic Dals & Pulses,23
1-18-1988,Thai & Asian Sauces,64
1-19-1988,"Marshmallow, Candy, Jelly",62
1-20-1988,Other Dry Fruits,29
1-21-1988,Other Pooja Needs,25
1-22-1988,Eau De Parfum,41
1-23-1988,Ayurveda,14
1-24-1988,"Curry Paste, Coconut Milk",29
1-25-1988,Diapers,20
1-26-1988,"Marshmallow, Candy, Jelly",9
1-27-1988,Blended Masalas,14
1-28-1988,Women's Deodorants,92
1-29-1988,Other Veg Pickle,110
1-30-1988,Nachos & Chips,52
1-31-1988,Blended Masalas,58
02-01-1988,Imported Noodles,45
02-02-1988,"Organic Edible Oil, Ghee",117
02-03-1988,"Chocolate, Peanut Spread",69
02-04-1988,Face Care,70
02-05-1988,Face Care,64
02-06-1988,Toilet & Other Brushes,42
02-07-1988,Face Care,15
02-08-1988,Imported Noodles,61
02-09-1988,Shower Gel & Body Wash,48
02-10-1988,Tea Bags,36
02-11-1988,Premium Cookies,7
02-12-1988,Organic Dals & Pulses,12
2-13-1988,Gift Sets,32
2-14-1988,"Cups, Mugs & Tumblers",17
2-15-1988,Face Care,98
2-16-1988,Eau De Parfum,77
2-17-1988,Toothpaste,33
2-18-1988,Supplements & Proteins,55
2-19-1988,Blended Masalas,45
2-20-1988,Chips & Corn Snacks,122
2-21-1988,Wall Hooks & Hangers,118
2-22-1988,"Healthy, Baked Snacks",39
2-23-1988,Juices,22
2-24-1988,Face Care,51
2-25-1988,"Detergent Powder, Liquid",69
2-26-1988,Pet Toys,30
2-27-1988,Cookware Sets,12
2-28-1988,Pressure Cookers,10
2-29-1988,"Luxury Chocolates, Gifts",12
03-01-1988,Cheese,23
03-02-1988,"Marie, Health, Digestive",89
03-03-1988,Rusks,95
03-04-1988,Dry Fruits & Berries,40
03-05-1988,International Cheese,29
03-06-1988,Flavoured & Other Oils,50
03-07-1988,Cotton & Ear Buds,39
03-08-1988,Roasted Seeds & Nuts,9
03-09-1988,Garbage Bags,17
03-10-1988,"Jams, Marmalade, Spreads",12
03-11-1988,Body Sprays & Mists,64
03-12-1988,Women's Deodorants,29
3-13-1988,Ayurveda,61
3-14-1988,"Olive, Jalapeno, Gherkin",35
3-15-1988,Glassware,36
3-16-1988,Other Veg Pickle,72
3-17-1988,Diapers,38
3-18-1988,"Flavoured, Soya Milk",15
3-19-1988,Cocktail Mixes,10
3-20-1988,Plates & Bowls,23
3-21-1988,Breakfast & Snack Mixes,20
3-22-1988,Other Plastic Ware,16
3-23-1988,Soap Cases & Dispensers,11
3-24-1988,"Olive, Jalapeno, Gherkin",22
3-25-1988,Basmati Rice,59
3-26-1988,Glassware,31
3-27-1988,Other Plastic Ware,15
3-28-1988,Women's Deodorants,21
3-29-1988,Eau De Toilette,25
3-30-1988,Women's Deodorants,18
3-31-1988,Containers Sets,14
04-01-1988,Bathing Accessories,56
04-02-1988,Herbs & Seasoning,16
04-03-1988,Gourmet Tea & Tea Bags,31
04-04-1988,Blended Masalas,46
04-05-1988,Breakfast & Snack Mixes,37
04-06-1988,Cheese,23
04-07-1988,Shampoo & Conditioner,15
04-08-1988,"Cups, Mugs & Tumblers",9
04-09-1988,"Healthy, Baked Snacks",12
04-10-1988,Juices,23
04-11-1988,Shampoo & Conditioner,60
04-12-1988,"Pen, Pencils",40
4-13-1988,Atta Whole Wheat,21
4-14-1988,Coffee & Pre-Mix,23
4-15-1988,"Cookies, Biscotti, Wafer",22
4-16-1988,"Healthy, Baked Snacks",89
4-17-1988,Eau De Toilette,39
4-18-1988,Other Pooja Needs,12
4-19-1988,Glassware,50
4-20-1988,Men's Deodorants,10
4-21-1988,"Cookies, Biscotti, Wafer",36
4-22-1988,"Laundry, Storage Baskets",34
4-23-1988,Powdered Spices,4
4-24-1988,Copper Utensils,12
4-25-1988,Breakfast & Snack Mixes,5
4-26-1988,Heat & Eat Ready Meals,63
4-27-1988,"Croissants, Bagels",62
4-28-1988,Frozen Non-Veg Snacks,14
4-29-1988,"Notebooks, Files, Folders",27
4-30-1988,Face Care,29
05-01-1988,Pet Meals & Treats,7
05-02-1988,Containers Sets,42
05-03-1988,Face & Body,27
05-04-1988,Dry Fruits & Berries,48
05-05-1988,Racks & Holders,23
05-06-1988,"Flavoured, Soya Milk",35
05-07-1988,Body Care,65
05-08-1988,Diapers,46
05-09-1988,Eye Care,14
05-10-1988,"Paper Napkin, Tissue Box",13
05-11-1988,Hair Color,9
05-12-1988,"Cups, Mugs & Tumblers",17
5-13-1988,Health Drinks,10
5-14-1988,Crackers & Digestive,24
5-15-1988,Pet Meals & Treats,204
5-16-1988,Face & Body,186
5-17-1988,Kadai & Fry Pans,87
5-18-1988,Dry Fruits & Berries,52
5-19-1988,Organic Dals & Pulses,65
5-20-1988,Face Care,146
5-21-1988,International Chocolates,120
5-22-1988,Namkeen & Savoury Snacks,107
5-23-1988,"Marshmallow, Candy, Jelly",67
5-24-1988,Chicken Sausages,110
5-25-1988,Hair Care & Styling,79
5-26-1988,Ayurveda,82
5-27-1988,Battery & Electrical,86
5-28-1988,Shampoo & Conditioner,26
5-29-1988,Water & Fridge Bottles,10
5-30-1988,Lunch Boxes,19
5-31-1988,Gourmet Tea & Tea Bags,11
06-01-1988,Car Freshener,6
06-02-1988,Shampoo & Conditioner,51
06-03-1988,Breakfast & Snack Mixes,25
06-04-1988,Bathing Bars & Soaps,18
06-05-1988,Face Care,20
06-06-1988,Face Care,46
06-07-1988,Eau De Toilette,9
06-08-1988,Games & Calculators,18
06-09-1988,Whole Spices,15
06-10-1988,Gourmet Tea & Tea Bags,73
06-11-1988,"Organic Rice, Other Rice",30
06-12-1988,Namkeen & Savoury Snacks,86
6-13-1988,Organic Flours,83
6-14-1988,Blended Masalas,16
6-15-1988,Face Care,54
6-16-1988,Flavoured & Greek Yogurt,37
6-17-1988,Tea Bags,95
6-18-1988,Gourmet Juices & Drinks,51
6-19-1988,"Organic Sugar, Jaggery",46
6-20-1988,Glassware,50
6-21-1988,"Healthy, Baked Snacks",74
6-22-1988,Imported Noodles,45
6-23-1988,Kadai & Fry Pans,1
6-24-1988,Men's Deodorants,16
6-25-1988,"Cups, Mugs & Tumblers",9
6-26-1988,Whole Spices,89
6-27-1988,"Organic Edible Oil, Ghee",107
6-28-1988,Bathing Accessories,37
6-29-1988,Eau De Toilette,28
6-30-1988,Choppers & Graters,30
07-01-1988,Green Tea,69
07-02-1988,Organic Dry Fruits,57
07-03-1988,Talcum Powder,34
07-04-1988,Dry Fruits & Berries,47
07-05-1988,Flavoured & Greek Yogurt,50
07-06-1988,"Cups, Mugs & Tumblers",25
07-07-1988,Cookies,76
07-08-1988,Talcum Powder,59
07-09-1988,"Pure, Pomace Olive Oil",25
07-10-1988,Face Care,14
07-11-1988,Women's Deodorants,28
07-12-1988,Camphor & Wicks,11
7-13-1988,Organic Dals & Pulses,15
7-14-1988,Eau De Parfum,14
7-15-1988,"Cups, Mugs & Tumblers",34
7-16-1988,Chips & Corn Snacks,7
7-17-1988,Men's Deodorants,53
7-18-1988,Gourmet Juices & Drinks,21
7-19-1988,Lamp & Lamp Oil,17
7-20-1988,Soups,54
7-21-1988,Roasted Seeds & Nuts,22
7-22-1988,Water & Fridge Bottles,35
7-23-1988,Kitchen Tools & Other Accessories,28
7-24-1988,Diapers,63
7-25-1988,Mints & Chewing Gum,55
7-26-1988,Hair Care & Styling,10
7-27-1988,Powdered Spices,11
7-28-1988,Antiseptics & Bandages,99
7-29-1988,Steel Storage Containers,39
7-30-1988,Sports & Energy Drinks,90
7-31-1988,"Baking, Cake Decorations",60
08-01-1988,Shampoo & Conditioner,61
08-02-1988,Organic Dals & Pulses,35
08-03-1988,Ghee & Vanaspati,25
08-04-1988,"Strainer, Ladle, Spatula",39
08-05-1988,Aromatherapy,21
08-06-1988,Disinfectant Spray & Cleaners,28
08-07-1988,Blended Masalas,66
08-08-1988,Talcum Powder,26
08-09-1988,Men's Deodorants,21
08-10-1988,"Olive, Jalapeno, Gherkin",24
08-11-1988,Frozen Fish & Seafood,39
08-12-1988,Face Care,36
8-13-1988,Hair Oil & Serum,33
8-14-1988,Extra Virgin Olive Oil,47
8-15-1988,Flours & Pre-Mixes,29
8-16-1988,Eau De Toilette,23
8-17-1988,"Olive, Jalapeno, Gherkin",9
8-18-1988,Imported Cleaners,11
8-19-1988,Ayurveda,34
8-20-1988,Face Care,12
8-21-1988,"Utensil Scrub-Pad, Glove",209
8-22-1988,Flavoured & Other Oils,160
8-23-1988,"Fabric Pre, Post Wash",23
8-24-1988,Cereal & Granola Bars,53
8-25-1988,Hair & Scalp Treatment,47
8-26-1988,"Chocolate, Peanut Spread",146
8-27-1988,Containers Sets,53
8-28-1988,Pet Meals & Treats,71
8-29-1988,Hair Care & Styling,49
8-30-1988,Dishwash Bars & Powders,70
8-31-1988,Cheese,11
09-01-1988,Shaving Care,20
09-02-1988,Pressure Cookers,66
09-03-1988,"Cutlery, Spoon & Fork",56
09-04-1988,Roasted Seeds & Nuts,36
09-05-1988,Shampoo & Conditioner,33
09-06-1988,Face Care,10
09-07-1988,Shampoo & Conditioner,16
09-08-1988,Shaving Care,82
09-09-1988,CFL & Led Bulbs,70
09-10-1988,Face Care,24
09-11-1988,Balsamic & Cider Vinegar,21
09-12-1988,"Utensil Scrub-Pad, Glove",28
9-13-1988,Organic Masalas & Spices,21
9-14-1988,International Chocolates,19
9-15-1988,Floor & Other Cleaners,18
9-16-1988,"Curry Paste, Coconut Milk",13
9-17-1988,Diapers,53
9-18-1988,Cheese,34
9-19-1988,Tools & Accessories,89
9-20-1988,Antiseptics & Bandages,12
9-21-1988,"Jams, Marmalade, Spreads",15
9-22-1988,Men's Deodorants,44
9-23-1988,Crackers & Digestive,22
9-24-1988,"Cooking Chocolate, Cocoa",16
9-25-1988,Shampoo & Conditioner,18
9-26-1988,Floor & Other Cleaners,35
9-27-1988,Camphor & Wicks,102
9-28-1988,Sanitary Napkins,149
9-29-1988,Mosquito Repellent,29
9-30-1988,Pet Meals & Treats,22
10-01-1988,Glassware,35
10-02-1988,Shaving Care,25
10-03-1988,Men's Deodorants,37
10-04-1988,Disinfectant Spray & Cleaners,28
10-05-1988,Urad & Other Dals,36
10-06-1988,Face & Body,56
10-07-1988,"Papads, Ready To Fry",22
10-08-1988,Coffee & Pre-Mix,38
10-09-1988,"Kitchen, Glass & Drain",15
10-10-1988,Shampoo & Conditioner,14
10-11-1988,Cereal & Granola Bars,50
10-12-1988,Cheese,42
10-13-1988,Bathing Accessories,21
10-14-1988,Exam Pads & Pencil Box,10
10-15-1988,Health Drinks,14
10-16-1988,Hair Care & Styling,14
10-17-1988,Pressure Cookers,59
10-18-1988,Namkeen & Savoury Snacks,98
10-19-1988,"Scissor, Glue & Tape",21
10-20-1988,"Caps, Balloons & Candles",60
10-21-1988,Powdered Spices,40
10-22-1988,Ayurveda,54
10-23-1988,Namkeen & Savoury Snacks,23
10-24-1988,Rusks,31
10-25-1988,Exotic Vegetables,21
10-26-1988,Imported Oats & Porridge,21
10-27-1988,Powdered Spices,18
10-28-1988,Cookies,12
10-29-1988,Floor & Other Cleaners,10
10-30-1988,Hair Color,18
10-31-1988,Herbs & Seasoning,76
11-01-1988,Cocktail Mixes,145
11-02-1988,Choco & Nut Spread,29
11-03-1988,Bathing Bars & Soaps,16
11-04-1988,Toothpaste,28
11-05-1988,Chips & Corn Snacks,50
11-06-1988,"Healthy, Baked Snacks",9
11-07-1988,Herbs & Seasoning,7
11-08-1988,Pressure Cookers,9
11-09-1988,Glassware,45
11-10-1988,Pet Meals & Treats,20
11-11-1988,Men's Deodorants,33
11-12-1988,International Chocolates,27
11-13-1988,Ayurveda,24
11-14-1988,Chocolates,48
11-15-1988,Granola & Cereal Bars,28
11-16-1988,Lunch Boxes,11
11-17-1988,"Jams, Marmalade, Spreads",7
11-18-1988,Trail & Cocktail Mixes,14
11-19-1988,Sexual Wellness,98
11-20-1988,Nachos & Chips,61
11-21-1988,Lip Care,47
11-22-1988,"Agarbatti, Incense Sticks",28
11-23-1988,Women's Deodorants,24
11-24-1988,"Healthy, Baked Snacks",74
11-25-1988,Car Polish & Cleaners,48
